# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -327.00000000 ps, Average over 1 waveforms. Timestamp: 2026-05-07T11:35:16
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-301.60000010	0.00224160
-301.56666677	0.00242012
-301.53333344	-0.00107428
-301.50000010	-0.00228345
-301.46666677	0.00111399
-301.43333344	-0.00332276
-301.40000010	0.00101476
-301.36666677	-0.00451000
-301.33333344	-0.00052380
-301.30000010	-0.00275276
-301.26666677	0.00026636
-301.23333344	0.00133257
-301.20000010	0.00023975
-301.16666677	-0.00311298
-301.13333344	-0.00337907
-301.10000010	0.00039190
-301.06666677	0.00028367
-301.03333344	0.00188275
-301.00000011	0.00249177
-300.96666677	0.00118496
-300.93333344	0.00101625
-300.90000011	0.00072320
-300.86666677	-0.00031373
-300.83333344	0.00016387
-300.80000011	0.00150044
-300.76666677	0.00014200
-300.73333344	-0.00069625
-300.70000011	0.00410439
-300.66666677	0.00428554
-300.63333344	0.00268912
-300.60000011	0.00045333
-300.56666677	0.00107794
-300.53333344	0.00134031
-300.50000011	0.00091585
-300.46666677	0.00174571
-300.43333344	0.00073480
-300.40000011	0.00253927
-300.36666677	0.00165772
-300.33333344	0.00428905
-300.30000011	0.00137363
-300.26666678	0.00283277
-300.23333344	0.00382976
-300.20000011	0.00445342
-300.16666678	0.00357441
-300.13333344	0.00445508
-300.10000011	0.00277291
-300.06666678	0.00110826
-300.03333344	0.00417174
-300.00000011	0.00277258
-299.96666678	0.00554797
-299.93333344	0.00669244
-299.90000011	0.00605616
-299.86666678	0.00638023
-299.83333344	0.00583096
-299.80000011	0.00486898
-299.76666678	0.00478699
-299.73333344	0.00416933
-299.70000011	0.00350898
-299.66666678	0.00290689
-299.63333344	0.00434033
-299.60000011	0.00058353
-299.56666678	0.00052579
-299.53333344	0.00082960
-299.50000011	0.00248119
-299.46666678	0.00362905
-299.43333345	0.00500074
-299.40000011	0.00160124
-299.36666678	0.00346696
-299.33333345	0.00380708
-299.30000011	0.00222551
-299.26666678	0.00231368
-299.23333345	0.00462595
-299.20000011	0.00229159
-299.16666678	0.00348627
-299.13333345	0.00371491
-299.10000011	0.00317373
-299.06666678	0.00460345
-299.03333345	0.00431544
-299.00000011	0.00387805
-298.96666678	0.00230796
-298.93333345	0.00257876
-298.90000011	0.00525647
-298.86666678	0.00545582
-298.83333345	0.00335458
-298.80000011	0.00448613
-298.76666678	0.00873940
-298.73333345	0.00388433
-298.70000012	0.00685016
-298.66666678	0.00352121
-298.63333345	0.00421011
-298.60000012	0.00569955
-298.56666678	0.00314303
-298.53333345	0.00323931
-298.50000012	0.00424286
-298.46666678	0.00183643
-298.43333345	0.00047586
-298.40000012	0.00213553
-298.36666678	0.00141962
-298.33333345	0.00294031
-298.30000012	0.00502759
-298.26666678	0.00095544
-298.23333345	0.00083343
-298.20000012	0.00196497
-298.16666678	0.00162888
-298.13333345	0.00324351
-298.10000012	0.00438107
-298.06666678	0.00062528
-298.03333345	-0.00001648
-298.00000012	0.00031544
-297.96666678	0.00125072
-297.93333345	0.00085699
-297.90000012	0.00061462
-297.86666679	-0.00161655
-297.83333345	-0.00211532
-297.80000012	-0.00195184
-297.76666679	-0.00209858
-297.73333345	-0.00101497
-297.70000012	0.00020791
-297.66666679	-0.00134875
-297.63333345	-0.00201811
-297.60000012	-0.00245542
-297.56666679	-0.00243557
-297.53333345	-0.00164590
-297.50000012	-0.00517172
-297.46666679	-0.00428622
-297.43333345	-0.00572389
-297.40000012	-0.00352448
-297.36666679	-0.00379180
-297.33333345	-0.00188285
-297.30000012	-0.00442594
-297.26666679	-0.00258710
-297.23333345	-0.00206501
-297.20000012	-0.00275523
-297.16666679	-0.00194156
-297.13333346	-0.00357101
-297.10000012	-0.00279710
-297.06666679	-0.00200864
-297.03333346	-0.00511043
-297.00000012	-0.00510204
-296.96666679	-0.00340076
-296.93333346	-0.00367331
-296.90000012	-0.00287242
-296.86666679	-0.00427651
-296.83333346	-0.00154470
-296.80000012	-0.00145021
-296.76666679	-0.00140301
-296.73333346	-0.00220757
-296.70000012	-0.00088284
-296.66666679	-0.00224908
-296.63333346	-0.00318879
-296.60000012	-0.00064182
-296.56666679	-0.00350671
-296.53333346	-0.00125641
-296.50000012	-0.00171277
-296.46666679	-0.00277330
-296.43333346	-0.00221078
-296.40000012	-0.00041163
-296.36666679	-0.00114181
-296.33333346	0.00052501
-296.30000013	0.00015407
-296.26666679	-0.00233986
-296.23333346	-0.00034939
-296.20000013	0.00098336
-296.16666679	0.00296005
-296.13333346	-0.00060177
-296.10000013	-0.00026059
-296.06666679	0.00166456
-296.03333346	0.00333279
-296.00000013	-0.00112798
-295.96666679	0.00067436
-295.93333346	0.00301632
-295.90000013	0.00053577
-295.86666679	-0.00114474
-295.83333346	0.00102696
-295.80000013	0.00316026
-295.76666679	0.00195269
-295.73333346	0.00213933
-295.70000013	0.00430391
-295.66666679	0.00293351
-295.63333346	0.00367749
-295.60000013	0.00214790
-295.56666680	0.00405310
-295.53333346	0.00226689
-295.50000013	0.00330071
-295.46666680	0.00310787
-295.43333346	0.00291519
-295.40000013	0.00228885
-295.36666680	0.00205160
-295.33333346	0.00204498
-295.30000013	0.00188912
-295.26666680	0.00242867
-295.23333346	0.00279152
-295.20000013	0.00425441
-295.16666680	0.00437536
-295.13333346	0.00197366
-295.10000013	0.00394799
-295.06666680	0.00498172
-295.03333346	0.00261580
-295.00000013	0.00505575
-294.96666680	0.00582108
-294.93333346	0.00501794
-294.90000013	0.00363960
-294.86666680	0.00333316
-294.83333346	0.00405537
